PostalCode;Neighborhood Latitude;Neighborhood Longitude;Venue;Venue Latitude;Venue Longitude;Venue Category
M4Y;43.6658599;-79.38315990000002;The Betty Oliphant Theatre;43.6643149030362;-79.37772963287725;Theater
M4Y;43.6658599;-79.38315990000002;Tokyo Kitchen;43.66878262373862;-79.38515305215851;Japanese Restaurant
M4Y;43.6658599;-79.38315990000002;Sushi Box;43.66295954544153;-79.38657996066198;Sushi Restaurant
M4Y;43.6658599;-79.38315990000002;The Anndore House;43.66880060698211;-79.38541264736057;Hotel
M4Y;43.6658599;-79.38315990000002;NC Salon +;43.66940593538455;-79.38674752555433;Health & Beauty Service
M4Y;43.6658599;-79.38315990000002;The Salad House;43.669508018475916;-79.38606068373156;Mediterranean Restaurant
M4Y;43.6658599;-79.38315990000002;Onnki Donburi;43.669757426551236;-79.3845741987884;Japanese Restaurant
M4Y;43.6658599;-79.38315990000002;Constantine;43.668772727073986;-79.38528710685651;Mediterranean Restaurant
M4Y;43.6658599;-79.38315990000002;The Blake House;43.664468354131486;-79.37747087203942;American Restaurant
M4Y;43.6658599;-79.38315990000002;Starbucks;43.662407;-79.385943;Coffee Shop
M4Y;43.6658599;-79.38315990000002;Naan & Kabob;43.66900468266943;-79.38621916870052;Afghan Restaurant
M4Y;43.6658599;-79.38315990000002;H Mart;43.66933159547631;-79.38625713488061;Grocery Store
M4Y;43.6658599;-79.38315990000002;Joe Fresh;43.661956;-79.38016;Clothing Store
M4Y;43.6658599;-79.38315990000002;Kokoni Izakaya;43.664181433817156;-79.38025833040214;Japanese Restaurant
M4Y;43.6658599;-79.38315990000002;Church Street Garage;43.664710240695925;-79.3803316033599;Gay Bar
M4Y;43.6658599;-79.38315990000002;Town Inn Suites;43.66905597213064;-79.38257311903673;Hotel
M4Y;43.6658599;-79.38315990000002;The Drink;43.66416675815651;-79.3801489917456;Coffee Shop
M4Y;43.6658599;-79.38315990000002;Flash;43.66431873076484;-79.38019013536531;Strip Club
M4Y;43.6658599;-79.38315990000002;Noah's Natural Foods;43.66853209575393;-79.38588463120627;Food & Drink Shop
M4Y;43.6658599;-79.38315990000002;Alexander Wood Statue;43.66370219409484;-79.38030123823394;Sculpture Garden
M4Y;43.6658599;-79.38315990000002;Bishop and Belcher;43.67009573008565;-79.38235405899651;Pub
M4Y;43.6658599;-79.38315990000002;A&W;43.66641495866356;-79.37823495735253;Fast Food Restaurant
M4Y;43.6658599;-79.38315990000002;Asahi Sushi;43.66987385309732;-79.38294265075162;Sushi Restaurant
M4Y;43.6658599;-79.38315990000002;Croissant Tree;43.66957516951418;-79.3823307429487;Coffee Shop
M4Y;43.6658599;-79.38315990000002;Maitland Variety;43.6656143446323;-79.38024300122325;Smoke Shop
M4Y;43.6658599;-79.38315990000002;Church Street & Maitland Street;43.66370189799765;-79.38030969666022;Intersection
M4Y;43.6658599;-79.38315990000002;Petro-Canada;43.666637;-79.378028;Gas Station
M7Y;43.6627439;-79.321558;Rorschach Brewing Co.;43.6634831695922;-79.31982368639481;Brewery
M7Y;43.6627439;-79.321558;Leslieville Farmers Market;43.664901398008624;-79.31978354343948;Farmers Market
M7Y;43.6627439;-79.321558;The Sidekick;43.66448428095712;-79.3251615270421;Comic Shop
M7Y;43.6627439;-79.321558;Chino Locos;43.664653279986126;-79.32558448882219;Burrito Place
M7Y;43.6627439;-79.321558;Queen Margherita Pizza;43.664685391781596;-79.32416396716876;Pizza Place
M7Y;43.6627439;-79.321558;Chick-n-Joy;43.66518127981666;-79.32140349279904;Fast Food Restaurant
M7Y;43.6627439;-79.321558;The Green Wood;43.66472825054798;-79.32411719351869;Restaurant
M7Y;43.6627439;-79.321558;Ashbridges Bay Skatepark;43.662547867049305;-79.31563069104494;Skate Park
M7Y;43.6627439;-79.321558;East End Garden Centre & Hardware;43.664564;-79.324471;Garden Center
M7Y;43.6627439;-79.321558;Amin Car Repair Garage;43.66354387979742;-79.32013017528811;Auto Workshop
M7Y;43.6627439;-79.321558;The Ashbridge Estate;43.66469084363967;-79.32180485658496;Garden
M7Y;43.6627439;-79.321558;TTC Russell Division;43.66490791114473;-79.32255956772657;Light Rail Station
M7Y;43.6627439;-79.321558;Jonathan Ashbridge Park;43.664702;-79.319898;Park
M7Y;43.6627439;-79.321558;The Ten Spot;43.664814785818976;-79.32421263111455;Spa
M7Y;43.6627439;-79.321558;Toronto Yoga Mamas;43.664823659247176;-79.32433475520406;Yoga Studio
M7Y;43.6627439;-79.321558;Olliffe On Queen;43.66450274251704;-79.32476831546632;Butcher
M7Y;43.6627439;-79.321558;Revolution Recording;43.662561;-79.32694;Recording Studio
M7Y;43.6627439;-79.321558;ONE Academy;43.66225256325049;-79.32691097259521;Gym / Fitness Center
